ProductoID,ProductoNombre,ProductoPrecio,ProductoStock,UnidaMedidaID,ProductoStatus
IMLEXMX521DE,MULTIFUNCIONAL LEXMARK MX521DE LASER MONOCROMATICA 46 PPM,700,1,Pza,VERDADERO
IMXER3020_BI,IMPRESORA XEROX PHASER 3020 BI CARTA LASER MONOCROMATICA 21 PPM/DUPLEX MANUAL/USB/WIFI,139,100,Pza,VERDADERO
IMXER8NB,1 BANDEJA + GABINETE (BANDEJA DE 520 HOJAS CON TAMAnO HASTA 11X17) PARA 7TX Y 7CX C7020/C7025/C7030/B7025/B7030/B7035. No compatible con 8NX 9NB 2NX,551,1,Pza,VERDADERO
IMXERB225,MULTIFUNCIONAL XEROX MONOCROMATICA B225_DNI 36 PPM A4 DUPLEX ADF 50 HOJAS RED/USB/WIFI,243,3,Pza,VERDADERO
IMXERB230,IMPRESORA XEROX MONOCROMATICA B230_DNI 36PPM A4 DUPLEX AUTOMATICA/RED/USB/WIFI IMPRESION MOVIL,189,37,Pza,VERDADERO
IMXERB235,MULTIFUNCIONAL XEROX MONOCROMATICA B235_DNI 36PPM A4 ADF/DUPLEX/RED/USB/WIFI IMPRESION MOVIL,313,14,Pza,VERDADERO
IMXERB305,MULTIFUNCIONAL XEROX MONOCROMATICO B305_DNI 40 PPM ADF 50 HOJAS DUPLEX AUTOMATICO USB ETHERNET WIRELESS,367,10,Pza,VERDADERO
IMXERB310,IMPRESORA XEROX MONOCROMATICA B310_DNI 40PPM A4 DUPLEX AUTOMATICO/RED/USB/WIFI,299,8,Pza,VERDADERO
IMXERB315,MULTIFUNCIONAL XEROX B315_DNI MONOCROMATICA 40PPM DUPLEX AUTOMATICO USB WIFI DADF,565,14,Pza,VERDADERO
IMXERC230,IMPRESORA XEROX LASER COLOR C230_DNI A4 24ppm DUPLEX RED USB WIFI,325,2,Pza,VERDADERO
IMXERC235,MULTIFUNCIONAL XEROX COLOR C235_DNI A4 DUPLEX 24 PPM DUPLEX AUTOMATICO RED USB,498,30,Pza,VERDADERO
IMXERC310_DNI,IMPRESORA XEROX COLOR C310_DNI A4 35PPM DUPLEX USB ETHERNET 6 000 PnGINAS,499,13,Pza,VERDADERO
IMXERC315,MULTIFUNCIONAL XEROX COLOR C315_DNI A4 33PPM USB WIFI DUPLEX FAX PANTALLA TACTIL (BANDEJA ADICIONAL OPCIONAL),802,21,Pza,VERDADERO
LTHPUC245E,EXTENSION GARANTIA HP DE GARANTIA 3 YRS EN SITIO DESKTOP UC245E CERTIFICADO ELECTRONICO,352,1,Pza,VERDADERO
SCANJET2600F1,ESCANER HP SCANJET PRO 2600 F1 CAMA PLANA ADF,9102,3,Pza,VERDADERO
SCANXEROXDT1102,ESCANER XEROX 1102 VIAJE DOBLE FAZ RESOLUCION 600 DPI VELOCIDAD 8 SEGUNDOS POR PAGINA,147,1,Pza,VERDADERO
ACBROB420P,LECTOR BROBOTIX USB V2.0 TODO EN UNO: MICRO SD/ SD/ MS DUO/ MICRO MS COLOR PLATA,58,52,Pza,VERDADERO
ACBROB673R,LECTOR BROBOTIX USB V2.0 MICROSD METALICO ROJO,43,19,Pza,VERDADERO
ACDCM673N,LECTOR BROBOTIX USB V2.0 MICRO SD METALICO NEGRO,39,20,Pza,VERDADERO
ADAUSBBROB180420A,LECTOR DE MEMORIA BROBOTIX MS DUO/MICROSD/SD USB 2.0 AZUL,58,9,Pza,VERDADERO
ADAUSBBROB673A,LECTOR BROBOTIX USB V2.0 MICROSD AZUL METALICO,45,3,Pza,VERDADERO
LTMA4GBSO1600DR3,SODIMM ADATA 4GB DDR3 1600 MHZ ADDS1600W4G11-S BAJO VOLTAJE,18,28,Pza,VERDADERO
LTMA8GBSO1600DR3,SODIMM ADATA 8GB DDR3 1600 MHZ ADDS1600W8G11-S BAJO VOLTAJE,29,76,Pza,VERDADERO
LTMAD32GBSO320022-SGN,SODIMM ADATA 32GB DDR4 3200MHZ AD4S320032G22-SGN,81,17,Pza,VERDADERO
LTMAD4GBSO2666G19-S,SODIMM ADATA 4GB DDR4 2666MHZ AD4S26664G19-SGN,14,1,Pza,VERDADERO
LTMAD8GBSO26668G19-SGN,SODIMM ADATA 8GB DDR4 2666MHZ CL 19 AD4S26668G19-SGN,21,52,Pza,VERDADERO
LTMAD8GBSO320022-SGN,SODIMM ADATA 8GB DDR4 3200MHZ AD4S32008G22-SGN,22,26,Pza,VERDADERO
LTMK32GBSOKCP432SD8,SODIMM KINGSTON 32GB DDR4 3200MHZ KCP432SD8/32,98,9,Pza,VERDADERO
LTMK8GBKCP548SS6,SODIMM KINGSTON 8GB DDR5 4800MHZ NON-ECC CL40 KCP548SS6-8,42,43,Pza,VERDADERO
LTMK8GBSOKCP3L16SD8,SODIMM KINGSTON 8GB DDR3 1600MHZ BAJO VOLTAGE KCP3L16SD8/8 MF495G/A; A7022339; 693374-001,54,4,Pza,VERDADERO
LTMK8GBSOKCP426SS6,SODIMM KINGSTON 8GB DDR4 2666MHZ Non-ECC CL19 X16 1.2V Unbuffered 1R 16Gbit KCP426SS6/8,27,32,Pza,VERDADERO
LTMK8GBSOKCP432SS6,SODIMM KINGSTON 8GB DDR4 3200MHZ SINGLE RANK KCP432SS6/8,33,100,Pza,VERDADERO
LTMK8GBSOKCP432SS8,SODIMM KINGSTON 8GB DDR4 3200MHZ SINGLE RANK KCP432SS8/8,27,64,Pza,VERDADERO
LTMK8GBSOKF432S20IB,SODIMM KINGSTON 8GB DDR4 3200MHZ FURY IMPACT BLACK KF432S20IB/8,26,10,Pza,VERDADERO
LTMK8GBSOKVR32SS6,SODIMM KINGSTON 8GB DDR4 3200MHZ KVR32S22S6/8,24,11,Pza,VERDADERO
MCAD128GBFLASHUBUV128N,MEMORIA ADATA 128GB USB 3.0 UV128 NEGRA/AZUL,7,43,Pza,VERDADERO
MCAD128GBFLASHUBUV320W,MEMORIA ADATA 128GB USB 3.1 UV320 BLANCA VERDE,7,39,Pza,VERDADERO
MCAD128GBFLASHUSBUC300NV,MEMORIA ADATA 128GB USB-C CHOICE UC300 3.2 NEGRO CON VERDE ACHO-UC300-32G-RBKGN,8,47,Pza,VERDADERO
MCAD128GBFLASHUSBUR340N,MEMORIA ADATA 128GB USB ROYAL UR340 3.2 NEGRO AROY-UR340-128GBK,8,32,Pza,VERDADERO
MCAD128GBSDCARDC10V30,MEMORIA SD ADATA PREMIER PRO 128GB / SDXC UHS-I U3 V30 / 95/60 MB/s,19,42,Pza,VERDADERO
MCAD16GB320016A-DCBK20,MEMORIA ADATA 16GB DDR4 3200MHZ 2X8GB DUAL KIT XPG D20 DISIPADOR NEGRO AX4U32008G16A-DCBK20,94,6,Pza,VERDADERO
MCAD16GBFLASHUBB,MEMORIA ADATA 16GB USB2.0 C008 BCA/AZUL,3,100,Pza,VERDADERO
MCAD16GBFLASHUBN,MEMORIA ADATA 16GB USB 2.0 C008 NEG/ROJO,3,100,Pza,VERDADERO
MCAD16GBFLASHUBUV250,MEMORIA ADATA 16GB USB 2.0 PLATA METALICA AUV250-16G-RBK,3,100,Pza,VERDADERO
MCAD16GBPC16ACBKD45,MEMORIA ADATA 16GB DDR4 3200MHZ XPG GAMMIX D45 DISIPADOR ALUMINO NEGRO AX4U320016G16A-CBKD45,45,32,Pza,VERDADERO
MCAD16GBPC16ACWHD45,MEMORIA ADATA 16GB DDR4 3200MHZ XPG GAMMIX D45 DISIPADOR ALUMINO BLANCO AX4U320016G16A-CWHD45,48,1,Pza,VERDADERO
MCAD16GBPC2666DDR4G19,MEMORIA ADATA 16GB DDR4 2666MHZ U-DIMM AD4U266616G19-SGN,43,59,Pza,VERDADERO
MCAD16GBPC320016A-SB10,MEMORIA ADATA 16GB DDR4 3200MHZ XPG GAMMUX D10 NEGRO AX4U320016G16A-SB10,43,54,Pza,VERDADERO
MCAD16GBPC320016A-SR30,MEMORIA ADATA 16GB DDR4 3200MHZ XPG GAMMIX D30 AX4U320016G16A-SR30,42,34,Pza,VERDADERO
MCAD16GBPC320016A-ST41,MEMORIA ADATA 16GB DDR4 3200MHZ XPG SPECTRIX D41 RGB GRIS AX4U320016G16A-ST41,50,8,Pza,VERDADERO
MCAD16GBPC320016A-ST50,MEMORIA ADATA 16GB DDR4 3200MHZ XPG D50 RGB SPECTRIX DISIPADOR GRIS AX4U320016G16A-ST50,43,32,Pza,VERDADERO
MCAD16GBPC320016A-ST60,MEMORIA ADATA 16GB DDR4 3200MHZ XPG D60 RGB SPECTRIX DISIPADOR TITANIO AX4U320016G16A-ST60,52,1,Pza,VERDADERO
MCAD16GBPC3200DDR4,MEMORIA ADATA 16GB DDR4 3200MHZ U-DIMM AD4U320016G22-SGN,43,22,Pza,VERDADERO
MCAD16GBPC360018I-ST60,MEMORIA ADATA 16GB DDR4 3600MHZ XPG D60 RGB DISIPADOR TITANIO AX4U360016G18I-ST60,52,13,Pza,VERDADERO
MCAD16GBPC360018ICBKD45G,MEMORIA ADATA 16GB DDR4 3600MHZ XPG D45 RGB SPECTRIX DISIPADOR ALUMINIO NEGRO AX4U36001618ICBKD45G,58,5,Pza,VERDADERO
MCAD16GBPC4800DDR5G-S,MEMORIA ADATA 16GB DDR5 4800MHZ U-DIMM AD5U480016G-S,84,27,Pza,VERDADERO
MCAD256GBFLASHUSBUC300NV,MEMORIA ADATA 256GB USB-C CHOICE UC300 3.2 NEGRO CON VERDE ACHO-UC300-32G-RBKGN,20,9,Pza,VERDADERO
MCAD32GB320032G16A-ST50,MEMORIA ADATA 32GB DDR4 3200MHZ XPG D50 DISIPADOR TITANIO AX4U320032G16A-ST50,91,14,Pza,VERDADERO
MCAD32GBFLASHUBB,MEMORIA ADATA 32GB USB 2.0 C008W BCA/AZUL,3,100,Pza,VERDADERO
MCAD32GBFLASHUBC906N,MEMORIA ADATA 32GB USB 2.0 C906 NEGRA,3,87,Pza,VERDADERO
MCAD32GBFLASHUBC906W,MEMORIA ADATA 32GB USB 2.0 C906 BLANCA,3,58,Pza,VERDADERO
MCAD32GBFLASHUBN,MEMORIA ADATA 32GB USB 2.0 C008W NEG/ROJO,3,100,Pza,VERDADERO
MCAD32GBFLASHUBUV210RGD,MEMORIA ADATA 32GB USB 2.0 UV210 METALICA,3,100,Pza,VERDADERO
MCAD32GBFLASHUBUV220BG,MEMORIA ADATA 32GB USB 2.0 AUV220 BLANCO / GRIS,3,28,Pza,VERDADERO
MCAD32GBFLASHUBUV220NA,MEMORIA ADATA 32GB USB 2.0 AUV220 NEGRO/AZUL,3,18,Pza,VERDADERO
MCAD32GBFLASHUBUV220TR,MEMORIA ADATA 32GB USB 2.0 AUV220 TIFFANY/ROSA,3,68,Pza,VERDADERO
MCAD32GBFLASHUBUV240R,MEMORIA ADATA 32GB USB 2.0 AUV240-32G-RRD ROJA,3,52,Pza,VERDADERO
MCAD32GBFLASHUBUV240W,MEMORIA ADATA 32GB USB 2.0 AUV240-32G-RWH BLANCA,3,47,Pza,VERDADERO
MCAD32GBFLASHUBUV250,MEMORIA ADATA 32GB USB 2.0 PLATA METALICA AUV250-32G-RBK,3,100,Pza,VERDADERO
MCAD32GBFLASHUBUV350,MEMORIA ADATA 32GB USB 3.2 METALICA AUV350-32G-RBK,5,1,Pza,VERDADERO
MCAD32GBFLASHUSBUR340N,MEMORIA ADATA 32GB USB ROYAL UR340 3.2 NEGRO AROY-UR340-32GBK,5,2,Pza,VERDADERO
MCAD4GBPC266619SGN,MEMORIA ADATA 4GB DDR4 2666 MHZ U-DIMM AD4U26664G19-SGN,15,36,Pza,VERDADERO
MCAD64GBFLASHUBB,MEMORIA ADATA 64GB USB 2.0 C008W BCA/AZUL,4,100,Pza,VERDADERO
MCAD64GBFLASHUBN,MEMORIA ADATA 64GB USB 2.0 C008BK NGO/ROJO,3,100,Pza,VERDADERO
MCAD64GBFLASHUBUV150R,MEMORIA ADATA 64GB USB 3.0 AUV150 ROJA AUV150-64G-RRD,4,31,Pza,VERDADERO
MCAD64GBFLASHUBUV210RGD,MEMORIA ADATA 64GB USB 2.0 UV210 METALICA,3,100,Pza,VERDADERO
MCAD64GBFLASHUBUV220BG,MEMORIA ADATA 64GB USB 2.0 AUV220 BLANCO/GRIS,3,26,Pza,VERDADERO
MCAD64GBFLASHUBUV220NA,MEMORIA ADATA 64GB USB 2.0 AUV220 NEGRO/AZUL,4,5,Pza,VERDADERO
MCAD64GBFLASHUBUV250,MEMORIA ADATA 64GB USB 2.0 PLATA METALICA AUV250-64G-RBK,3,89,Pza,VERDADERO
MCAD64GBFLASHUBUV260,MEMORIA ADATA 64GB PLATA USB 2.0 AUV260-64G-RBK,6,6,Pza,VERDADERO
MCAD64GBFLASHUBUV320BV,MEMORIA ADATA 64GB USB 3.1 UV320 BLANCO / VERDE,4,100,Pza,VERDADERO
MCAD8GB320016A-CBKD45,MEMORIA ADATA 8GB DDR4 3200MHZ XPG D45 GAMMIX DISIPADOR ALUMINIO AX4U32008G16A-CBKD45,24,10,Pza,VERDADERO
MCAD8GB320016A-CWHD45,MEMORIA ADATA 8GB DDR4 3200MHZ XPG D45 GAMMIX DISIPADOR BLANCO AX4U32008G16A-CWHD45,24,19,Pza,VERDADERO
MCAD8GB320016A-SR30,MEMORIA ADATA 8GB DDR4 3200MHZ XPG GAMMIX D30 DISIPADOR ROJO AX4U32008G16A-SR30,24,24,Pza,VERDADERO
MCAD8GB360018I-CBKD45,MEMORIA ADATA 8GB DDR4 3600MHZ XPG D45 GAMMIX DISIPADOR ALUMINIO AX4U36008G18I-CBKD45,45,8,Pza,VERDADERO
MCAD8GB360018I-CWHD45G,MEMORIA ADATA 8GB DDR4 3600MHZ XPG D45 GAMMIX DISIPADOR BLANCO RGB AX4U36008G18I-CWHD45G,32,1,Pza,VERDADERO
MCAD8GBPC1600DR3L,MEMORIA ADATA 8GB DDR3 BUS 1600 BAJO VOLTAJE ADDU1600W8G11-S,29,84,Pza,VERDADERO
MCAD8GBPC2666DDR4G19,MEMORIA ADATA 8GB DDR4 2666 MHZ U-DIMM AD4U26668G19-SGN,21,72,Pza,VERDADERO
MCAD8GBPC300016A-ST50,MEMORIA ADATA 8GB DDR4 3000MHZ XPG D50 SPECTRIX DISIPADOR TITANIO AX4U30008G16A-ST50,48,6,Pza,VERDADERO
MCAD8GBPC3000G16A-SR10,MEMORIA ADATA 8GB DDR4 3000MHZ XPG D10 GAMMIX DISIPADOR ROJO AX4U30008G16A-SR10,40,3,Pza,VERDADERO
MCAD8GBPC320016A-SB10,MEMORIA ADATA 8GB DDR4 3200MHZ XPG GAMMIX D10 NEGRO AX4U32008G16A-SB10,23,53,Pza,VERDADERO
MCAD8GBPC320016A-SB41,MEMORIA ADATA 8GB DDR4 3200MHZ XPG D41 SPECTRIX DISIPADOR NEGRO AX4U32008G16A-SB41,39,1,Pza,VERDADERO
MCAD8GBPC320016A-SR10,MEMORIA ADATA 8GB DDR4 3200MHZ XPG GAMMIX D10 ROJO AX4U32008G16A-SR10,32,7,Pza,VERDADERO
MCAD8GBPC320016A-SR41,MEMORIA ADATA 8GB DDR4 3200MHZ RGB SPECTRIX DISIPADOR ROJO AX4U32008G16A-SR41,48,14,Pza,VERDADERO
MCAD8GBPC320016A-ST41,MEMORIA ADATA 8GB DDR4 3200MHZ XPG D41 SPECTRIX DISIPADOR TITANIO AX4U32008G16A-ST41,30,17,Pza,VERDADERO
MCAD8GBPC320016A-ST50,MEMORIA ADATA 8GB DDR4 3200MHZ XPG D50 SPECTRIX DISIPADOR TITANIO AX4U32008G16A-ST50,28,24,Pza,VERDADERO
MCAD8GBPC320016A-SW50,MEMORIA ADATA 8GB DDR4 3200MHZ XPG D50 SPECTRIX DISIPADOR BLANCO AX4U32008G16A-SW50,29,3,Pza,VERDADERO
MCAD8GBPC360018ICBKD45G,MEMORIA ADATA 8GB DDR4 3600MHZ XPG D45 RGB SPECTRIX DISIPADOR ALUMINIO NEGRO AX4U36008G18ICBKD45G,32,5,Pza,VERDADERO
MCAD8GBPC4800DDR5G-S,MEMORIA ADATA 8GB DDR5 4800MHZ U-DIMM AD5U48008G-S,65,7,Pza,VERDADERO
MCADMICROSD128GBC10A1,MEMORIA ADATA 128GB MICRO SD + SD CLASE 10 P/VIDEO HD AUSDX128GUICL10A1-RA1,7,100,Pza,VERDADERO
MCADMICROSD128GBV30S,MEMORIA ADATA 128GB MICRO SD HC UHS-I U3 V30S U3 A2 AQUA AUSDX128GUI3V30SA2-R,13,9,Pza,VERDADERO
MCADMICROSD16GBUHS,MEMORIA ADATA 16GB MICRO SD CLASE 10 SDHC UHS-I,3,33,Pza,VERDADERO
MCADMICROSD256CL10-A1,MEMORIA ADATA 256GB MICRO SDXC PREMIER / 85/25MB/S / SDHC/SDXC UHS-I / CLASE10 A1 /AZUL AUSDX256GUICL10A1-RA,18,100,Pza,VERDADERO
MCADMICROSD32GBA1,MEMORIA ADATA MICRO SD PREMIER 32GB / 85/20MB/S / SDHC/SDXC UHS-I / CLASE10 A1/AZnL,3,100,Pza,VERDADERO
MCADMICROSD32GBC10,MEMORIA ADATA 32GB MICRO SD + SD CLASE 10 P/VIDEO HD Y TRANS. RAPIDA,3,100,Pza,VERDADERO
MCADMICROSD64GBC10UH,MEMORIA ADATA 64GB MICRO SD CLASE 10 P/VIDEO HD,4,100,Pza,VERDADERO
MCADMICROSD64GBCL10A1,MEMORIA ADATA 64GB MICRO SD CLASE 10 A1 PREMIER ADATA AZUL UHS-1,4,63,Pza,VERDADERO
MCCR8GBPC3200DDR4,MEMORIA CRUCIAL BELLISTIX 8GB DDR4 3200 MHZ NEGRO BL8G32C16U4B,56,1,Pza,VERDADERO
MCDELLAB663419,MEMORIA DELL RAM 8GB MEMORIA RAM DELL 8GB 3200MH UDI MM T40/T150/R250/R350/T350,2516,25,Pza,VERDADERO
MCHYU16GBSDC16GU1,MEMORIA HYUNDAI MICRO SD 16GB CLASE 10 CON ADAPTADOR PROTECCION PROFECIONAL,3,74,Pza,VERDADERO
MCHYU32GBFLASHU2BKGARG,MEMORIA HYUNDAI 32GB BRAVO 2.0 DRIVE DELUX METAL ROSE GOLD MCHYU32GBFLASHU2BKGARG,3,11,Pza,VERDADERO
MCK128GBFUSBDTX,MEMORIA KINGSTON 128GB USB 3.2 NEGRO/AMARILLO GEN 1 DATATRAVEL EXODIA DTX/128GB,7,100,Pza,VERDADERO
MCK128GBFUSBDTXM,MEMORIA KINGSTON 128GB USB 3.2 NEGRO/ROJO GEN 1 DATATRAVEL EXODIA M DTXM/128GB,7,100,Pza,VERDADERO
MCK128GBFUSBDTXON,MEMORIA KINGSTON 128GB USB 3.2 EXODIA ONYX DATATRAVEL NEGRO,6,100,Pza,VERDADERO
MCK256GBFUSBDTX,MEMORIA KINGSTON 256GB USB 3.2 NEGRO/ROSA GEN 1 DATATRAVEL EXODIA DTX/256GB,17,43,Pza,VERDADERO
MCK32GBKF432C16BBA,MEMORIA KINGSTON 32GB DDR4 3200 FURY BEAST BLACK RGB KF432C16BBA/32,83,25,Pza,VERDADERO
MCK4GBKF426C16BB,MEMORIA KINGSTON 4GB DDR4 2666 FURY BEAST BLACK KF426C16BB/4,27,6,Pza,VERDADERO
MCK4GBPCKCP426NS6,MEMORIA KINGSTON 4GB DDR4 2666MHZ NON ECC KCP426NS6/4,23,26,Pza,VERDADERO
MCK64GBFUSBDT70,MEMORIA KINGSTON 64GB USB-C 3.2 GEN 1 DATATRAVEL 70 DT70/64GB NEGRO,4,33,Pza,VERDADERO
MCK64GBFUSBDTMC3G2,MEMORIA KINGSTON 64GB USB 3.2 GEN 1DATATRAVEL MICRO METAL CASING 200MB/S,10,3,Pza,VERDADERO
MCK64GBFUSBDTX,MEMORIA KINGSTON 64GB USB 3.2 NEGRO/VERDEAZULADO GEN 1 DATATRAVEL EXODIA DTX/64GB,3,100,Pza,VERDADERO
MCK64GBFUSBDTXA,MEMORIA KINGSTON 64GB USB 3.2 GEN 1 EXODIA AZUL KC-U2G64-7GB,3,100,Pza,VERDADERO
MCK64GBFUSBDTXBA,MEMORIA KINGSTON 64GB USB 3.2 GEN 1 EXODIA ROJO BLANCO ANILLO AZUL TRANSPARENTE,3,100,Pza,VERDADERO
MCK64GBFUSBDTXGR,MEMORIA KINGSTON 64GB USB 3.2 GEN 1 EXODIA VERDE,3,100,Pza,VERDADERO
MCK64GBFUSBDTXM,MEMORIA KINGSTON 64GB USB 3.2 NEGRO/AZUL GEN 1 DATATRAVEL EXODIA M DTXM/64GB,3,100,Pza,VERDADERO
MCK64GBFUSBDTXON,MEMORIA KINGSTON 64GB USB 3.2 EXODIA ONYX DATATRAVEL NEGRO,3,20,Pza,VERDADERO
MCK64GBFUSBDTXPR,MEMORIA KINGSTON 64GB USB 3.2 GEN 1 EXODIA PINK ROSA,3,100,Pza,VERDADERO
MCK64GBFUSBDTXR,MEMORIA KINGSTON 64GB USB 3.2 GEN 1 EXODIA ROJO KC-U2G64-7GR,3,100,Pza,VERDADERO
MCK8GBKF426C16BB,MEMORIA KINGSTON 8GB DDR4 2666 FURY BEAST BLACK KF426C16BB/8,24,11,Pza,VERDADERO
MCK8GBKF426C16BBA,MEMORIA KINGSTON 8GB DDR4 2666MHZ FURY BEAST RGB KF426C16BBA/8,29,13,Pza,VERDADERO
MCK8GBKF432C16BB,MEMORIA KINGSTON 8GB DDR4 3200 FURY BEAST BLACK KF432C16BB/8,24,8,Pza,VERDADERO
MCK8GBKF432C16BBA,MEMORIA KINGSTON 8GB DDR4 3200 FURY BEAST BLACK RGB KF432C16BBA/8,30,32,Pza,VERDADERO
MCK8GBPC2666DDR4,MEMORIA KINGSTON 8GB DDR4 2666 MHZ KCP426NS8/8,26,1,Pza,VERDADERO
MCK8GBPC360018I-ST50,MEMORIA ADATA 8GB DDR4 3600MHZ XPG D50 SPECTRIX DISIPADOR TITANIO AX4U36008G18I-ST50,40,6,Pza,VERDADERO
MCK8GBPC360018I-ST60,MEMORIA ADATA 8GB DDR4 3600MHZ XPG D60 GAMMIX DISIPADOR TITANIO RGB AX4U36008G18I-ST60,44,20,Pza,VERDADERO
MCK8GBPCKCP316ND8,MEMORIA KINGSTON 8GB DDR3 1600MHZ 764358; B1S54AA; B4U37AA; PC KCP316ND8/8,51,4,Pza,VERDADERO
MCK8GBPCKCP426NS6,MEMORIA KINGSTON 8GB DDR4 2666MHZ Non-ECC CL19 X16 1.2V KCP426NS6/8,42,50,Pza,VERDADERO
MCK8GBPCKCP432NS6,MEMORIA KINGSTON 8GB DDR4 3200MHZ SINGLE RANK KCP432NS6/8,27,17,Pza,VERDADERO
MCK8GBPCKCP432NS8,MEMORIA KINGSTON 8GB DDR4 3200MHZ SINGLE RANK KCP432NS8/8,28,10,Pza,VERDADERO
MCK8GBPCKTD-PE426S8,MEMORIA KINGSTON 8GB DDR4 2666 MHZ KTD-PE426S8/8G PARA SERVIDOR,76,1,Pza,VERDADERO
MCKMICROSD128GBSDCS2,MEMORIA KINGSTON 128 GB MICRO SD CANVAS SELECT PLUS 100R/85R CL10 UHS-I,6,100,Pza,VERDADERO
MCKMICROSD256GBSDCS2,MEMORIA KINGSTON 256GB MICRO SD CANVAS SELECT PLUS 100R/85R CL10 UHS-I,18,31,Pza,VERDADERO
MCKMICROSD32GBSDCS2,MEMORIA KINGSTON 32GB MICRO SD CANVAS SELECT PLUS 100R/85R CL10 UHS-I,3,100,Pza,VERDADERO
MCKMICROSD64GBSDCS2,MEMORIA KINGSTON 64GB MICRO SD CANVAS SELECT PLUS 100R/85R CL10 UHS-I,3,100,Pza,VERDADERO
MCPNY8GBXLR8RGB3200,MEMORIA PNY 8GB DDR4 3200MHZ XLR8 RGB MD8GD4320016XRGB,29,16,Pza,VERDADERO
MCVB128GBFLASHUSB49071,MEMORIA VERBATIM 128GB PINSTRIPE USB 2.0 VB49071 NEGRA,141,3,Pza,VERDADERO
MCVB16GBFLASHUSB875N,MEMORIA VERBATIM 16GB ERGO VB70875 NEGRA COB (DISPONIBLE P/DESCARGAR SOFTWARE PROTECCInN POR CONTRASEnA),75,31,Pza,VERDADERO
MCVB16GBUSB98748,MEMORIA VERBATIM 16GB METAL EXECUTIVE USB 2.0 SILVER,94,6,Pza,VERDADERO
MCVB32GBFLASHUSB697N,MEMORIA VERBATIM 32GB RETRACTIL VB98697 NEGRA USB2.0,65,3,Pza,VERDADERO
MCVB32GBFLASHUSB876N,MEMORIA VERBATIM 32GB ERGO VB70876 NEGRA COB (DISPONIBLE P/DESCARGAR SOFTWARE PROTECCInN POR CONTRASEnA),84,10,Pza,VERDADERO
MCVB32GBFLASHUSBN64,MEMORIA VERBATIM 32GB PINSTRIPE RETRACTIL VB49064 NEGRA,78,3,Pza,VERDADERO
MCVB64GBFLASHUSB49065,MEMORIA VERBATIM 64GB PINSTRIPE USB 2.0 VB49065 NEGRA,86,3,Pza,VERDADERO
MCVB8GBFLASHUSBN062,MEMORIA VERBATIM 8GB PINSTRIPE NEGRA RETRACT,65,100,Pza,VERDADERO
MCVB95507,MEMORIA VERBATIM 8GB USB 2.0 DRIVE ROJA RETRACTIL STORE N GO,72,11,Pza,VERDADERO
MCVBMICROSD16GBC10,MEMORIA VERBATIM 16GB VB44082 MICRO SD CLASE 10,83,13,Pza,VERDADERO
ACMH207515,VIDEO SPLITTER MANHATTAN HDMI 1IN: 4OUT 4K@30HZ ALIMENTADO POR ADAPTADOR NEGRO,69,3,Pza,VERDADERO
ACMH207560,VIDEO SPLITTER MANHATTAN HDMI 1.3B 1 IN : 8 OUT 4K 30HZ,135,3,Pza,VERDADERO
ACMH207652,VIDEO SPLITTER MANHATTAN HDMI 1IN: 2OUT 1080P ALIMENTADO POR USB NEGRO,37,3,Pza,VERDADERO
ACMH207669,VIDEO MANHATTAN SPLITTER HDMI UHDTV 4K@30HZ 1 IN : 2 OUT,46,8,Pza,VERDADERO
ACMH207850,SWITCH HDMI MANHATTAN 2 PUERTOS BIDIRECCIONAL 4K,37,2,Pza,VERDADERO
ACMSCG4001,ADAPTADOR MICROSOFT INALAMBRICO P/MONITOR (HDMI/USB) P3Q-00018,1216,9,Pza,VERDADERO
ACNACNA-235,CONVERTIDOR NACEB HDMI A VGA CON CABLE DE AUDIO,286,17,Pza,VERDADERO
ACSTARMTBLTDT,BASE UNIVERSAL STARTECH DE SOPORTE DE ESCRITORIO PARA TABLET MONTAJE EN PARED-HASTA 32.8CM (12.9) PESO MAX 1KG,982,2,Pza,VERDADERO
ACSTPRIVSCNMON24,FILTRO DE PRIVACIDAD PARA MONITOR DE 24-OPACO CON BRILLO -ANTI-LUZ- PARA 61CM (24) PANTALLA PANORAMICA LCD MONITOR - 16:9 -Resistente a,1779,2,Pza,VERDADERO
ADADPMH151382,ADAPTADOR MANHATTAN MINI DISPLAYPORT M A VGA H BL,21,1,Pza,VERDADERO
ADADPMH151962,ADAPTADOR MANHATTAN DISPLAYPORT M A VGA H 15CM,17,22,Pza,VERDADERO
ADADPMH151993,ADAPTADOR MANHATTAN DISPLAY PORT A HDMI M-H,12,15,Pza,VERDADERO
ADADPMH207720,ADAPTADOR MANHATTAN MINI DISPLAYPORT M A HDMI/VGA/DVI H,25,14,Pza,VERDADERO
ADADPMH322461,ADAPTADOR MANHATTAN DISPLAYPORT MINI A HDMI M-H,13,8,Pza,VERDADERO
ADPHDMIMH353465,COPLE MANHATTAN HDMI A HEMBRA A HEMBRA CONEXInN RECTA,5,37,Pza,VERDADERO
MONU17LDLG17MB15T-B,MONITOR LG LCD 17 TOUCH 1280*1024 SCR TN 5:4 VGA,5603,38,Pza,VERDADERO
MONU18LDEL210-AUND,MONITOR DELL LED 210-AUND E1920H 18.5 1366*768 DP/VGA (CABLE DP),2156,26,Pza,VERDADERO
